TaskID,EmployeeNumber,TaskType,RequestDate,ResolvedDate,SLA_Hours,Actual_Hours,Status,Priority
T497050,977,Tech Support,2024-08-18,2024-08-19,48,47,In Progress,High
T361840,1136,Access Request,2024-11-15,2024-11-17,48,48,Escalated,High
T702931,574,Software Install,2024-09-05,2024-09-08,72,73,Completed,Low
T653800,1270,Tech Support,2024-10-07,2024-10-09,48,59,In Progress,Low
T467235,881,Software Install,2024-10-04,2024-10-06,48,66,In Progress,High
T748338,815,Software Install,2024-05-27,2024-05-29,72,62,Completed,Low
T725860,75,System Bug,2024-10-24,2024-10-26,48,68,In Progress,Low
T498135,451,Tech Support,2024-08-27,2024-08-28,24,39,Completed,Low
T224497,1028,Software Install,2024-05-12,2024-05-13,24,35,In Progress,Low
T793221,501,System Bug,2024-01-28,2024-01-29,48,46,In Progress,Medium
T428205,198,Tech Support,2024-04-09,2024-04-10,24,24,In Progress,Medium
T256516,593,Software Install,2024-11-27,2024-11-30,72,75,Escalated,Low
T585679,1804,Tech Support,2024-11-22,2024-11-25,72,79,In Progress,Low
T146626,686,Access Request,2024-10-13,2024-10-16,72,73,In Progress,Medium
T625180,717,Access Request,2024-07-26,2024-07-29,72,83,Completed,Low
T483031,1344,Software Install,2024-09-21,2024-09-22,24,37,In Progress,Low
T785023,1520,Access Request,2024-03-23,2024-03-26,72,78,Completed,Medium
T615370,1892,System Bug,2024-05-08,2024-05-11,72,75,In Progress,Medium
T360658,143,Tech Support,2024-07-02,2024-07-02,24,19,Completed,Low
T977059,1813,Access Request,2024-09-25,2024-09-26,24,43,In Progress,Low
T316768,1775,System Bug,2024-10-22,2024-10-24,72,65,Escalated,Low
T624104,259,Software Install,2024-12-18,2024-12-20,48,64,In Progress,High
T218531,1937,System Bug,2024-01-05,2024-01-06,24,35,In Progress,Low
T197190,1028,Software Install,2024-04-06,2024-04-08,72,67,In Progress,Low
T755863,1301,Software Install,2024-04-13,2024-04-16,72,91,In Progress,Medium
T906032,817,Software Install,2024-08-04,2024-08-07,72,74,In Progress,Low
T482523,1955,Access Request,2024-11-28,2024-11-30,72,63,Escalated,Low
T901191,1976,Software Install,2024-12-01,2024-12-02,24,40,Escalated,Medium
T536818,2025,Software Install,2024-10-15,2024-10-18,72,74,In Progress,Low
T696639,242,Tech Support,2024-12-16,2024-12-18,48,64,In Progress,Low
T415460,1217,Access Request,2024-08-08,2024-08-10,48,63,Completed,Medium
T142129,1221,Access Request,2024-05-17,2024-05-18,24,37,In Progress,Medium
T769368,1659,Tech Support,2024-02-03,2024-02-05,48,56,In Progress,High
T605303,1301,Software Install,2024-01-27,2024-01-30,72,78,Escalated,Low
T732137,1677,System Bug,2024-06-04,2024-06-06,72,70,Escalated,Medium
T313611,1118,Software Install,2024-05-09,2024-05-12,72,83,Completed,Medium
T426854,7,Access Request,2024-08-19,2024-08-22,72,76,In Progress,High
T204485,1018,Tech Support,2024-03-21,2024-03-22,24,38,Escalated,Low
T590421,1374,Tech Support,2024-06-02,2024-06-02,24,23,Completed,High
T320092,902,Access Request,2024-06-22,2024-06-23,24,41,Completed,Low
T124799,1340,System Bug,2024-06-25,2024-06-28,72,90,In Progress,Medium
T345911,1619,Software Install,2024-11-15,2024-11-16,24,35,Completed,Medium
T372525,1028,Tech Support,2024-12-06,2024-12-08,72,65,Completed,Medium
T224406,1369,System Bug,2024-08-02,2024-08-04,72,67,In Progress,Low
T382902,1504,Tech Support,2024-10-05,2024-10-06,24,34,In Progress,Low
T494277,586,Access Request,2024-08-27,2024-08-28,48,39,In Progress,Medium
T313400,1116,System Bug,2024-08-25,2024-08-25,24,22,Completed,Medium
T862931,1704,Access Request,2024-03-02,2024-03-03,24,42,Escalated,Medium
T181367,16,Access Request,2024-08-03,2024-08-04,48,43,Completed,Low
T268579,913,Software Install,2024-05-12,2024-05-14,48,60,Completed,High
T146622,1092,Software Install,2024-01-14,2024-01-16,48,54,In Progress,Low
T973440,1234,Access Request,2024-04-22,2024-04-23,48,39,In Progress,High
T624080,1558,Software Install,2024-06-26,2024-06-27,24,27,In Progress,Low
T974082,335,System Bug,2024-08-16,2024-08-17,24,35,In Progress,Low
T800783,1883,Software Install,2024-02-13,2024-02-15,48,61,Escalated,Medium
T784036,1545,Tech Support,2024-10-19,2024-10-19,24,17,In Progress,Medium
T310448,875,Tech Support,2024-07-08,2024-07-10,48,49,In Progress,Low
T732101,1762,System Bug,2024-06-12,2024-06-15,72,84,In Progress,Low
T311297,2034,Access Request,2024-04-03,2024-04-04,24,38,In Progress,Medium
T719354,1764,Access Request,2024-10-22,2024-10-22,24,17,In Progress,Medium
T331224,1430,Access Request,2024-06-26,2024-06-29,72,79,In Progress,Low
T392760,799,Tech Support,2024-08-02,2024-08-05,72,78,In Progress,Medium
T986776,335,Access Request,2024-11-01,2024-11-01,24,16,In Progress,Low
T931983,15,Software Install,2024-11-21,2024-11-22,24,35,In Progress,Low
T701661,1638,System Bug,2024-10-25,2024-10-26,24,38,Completed,Low
T732373,1590,System Bug,2024-04-17,2024-04-17,24,14,In Progress,Low
T835166,1006,Software Install,2024-12-20,2024-12-22,72,69,Escalated,Low
T546048,40,System Bug,2024-07-10,2024-07-11,24,33,Completed,Low
T397620,1868,System Bug,2024-02-21,2024-02-23,48,49,In Progress,High
T273771,464,Tech Support,2024-09-21,2024-09-23,48,51,Escalated,Low
T605986,913,Tech Support,2024-02-09,2024-02-09,24,18,In Progress,Low
T358727,1094,Access Request,2024-06-04,2024-06-06,72,67,Completed,High
T101219,2061,Software Install,2024-02-27,2024-02-28,24,44,In Progress,Medium
T231594,97,System Bug,2024-09-20,2024-09-23,72,91,In Progress,Low
T353494,334,Software Install,2024-08-27,2024-08-29,48,56,In Progress,Low
T957229,1394,Access Request,2024-10-18,2024-10-18,24,23,In Progress,High
T818866,1079,Tech Support,2024-04-03,2024-04-05,48,54,Escalated,Low
T179839,238,Tech Support,2024-04-15,2024-04-16,24,42,In Progress,Low
T508888,1839,Software Install,2024-02-02,2024-02-02,24,14,In Progress,Medium
T965296,812,Tech Support,2024-10-24,2024-10-25,48,42,In Progress,Medium
T582857,1005,Access Request,2024-03-08,2024-03-09,24,29,Escalated,Low
T562999,933,System Bug,2024-09-11,2024-09-13,48,66,In Progress,Medium
T427923,1073,Tech Support,2024-09-22,2024-09-25,72,72,In Progress,Low
T789027,1648,System Bug,2024-12-28,2024-12-31,72,84,Completed,High
T202691,2022,Software Install,2024-02-01,2024-02-02,24,33,In Progress,Low
T851662,30,System Bug,2024-05-27,2024-05-30,72,77,Completed,Medium
T161728,208,System Bug,2024-01-05,2024-01-07,72,71,In Progress,Medium
T227015,905,Software Install,2024-12-13,2024-12-14,48,42,In Progress,High
T377284,1215,Software Install,2024-07-10,2024-07-10,24,18,Escalated,Medium
T586692,1402,Access Request,2024-10-14,2024-10-15,48,47,Completed,Low
T122865,412,System Bug,2024-11-07,2024-11-09,72,62,In Progress,Low
T898162,119,System Bug,2024-12-08,2024-12-10,48,54,In Progress,Medium
T753552,343,System Bug,2024-05-12,2024-05-13,48,39,In Progress,Medium
T384752,28,System Bug,2024-05-06,2024-05-08,48,66,Completed,Low
T797478,730,Tech Support,2024-02-13,2024-02-15,48,63,In Progress,Low
T494246,817,Software Install,2024-06-11,2024-06-13,48,64,In Progress,Low
T262648,328,Software Install,2024-05-19,2024-05-20,24,44,In Progress,Low
T449053,1509,System Bug,2024-07-17,2024-07-20,72,81,In Progress,Low
T776060,1228,Access Request,2024-12-23,2024-12-26,72,74,In Progress,Medium
T397077,96,System Bug,2024-03-11,2024-03-12,24,43,In Progress,Low
T324344,815,Software Install,2024-08-21,2024-08-22,24,28,Completed,High
T381972,856,Access Request,2024-03-18,2024-03-19,48,46,In Progress,Medium
T778992,1092,Access Request,2024-09-23,2024-09-23,24,17,In Progress,Low
T988500,165,Tech Support,2024-12-28,2024-12-29,48,38,In Progress,Low
T716993,1617,Tech Support,2024-05-02,2024-05-05,72,83,Completed,Low
T145045,1278,Software Install,2024-11-04,2024-11-06,72,69,In Progress,Low
T145024,1460,Tech Support,2024-01-26,2024-01-27,48,38,Completed,High
T508588,834,Tech Support,2024-12-16,2024-12-19,72,75,In Progress,Low
T509930,544,Software Install,2024-03-27,2024-03-29,72,62,Completed,Medium
T914312,486,Tech Support,2024-08-02,2024-08-04,48,52,In Progress,High
T723277,1251,Software Install,2024-04-10,2024-04-11,24,28,In Progress,Low
T713019,1936,Access Request,2024-01-15,2024-01-15,24,17,In Progress,Low
T500501,1599,System Bug,2024-10-05,2024-10-08,72,81,Completed,Medium
T213981,316,System Bug,2024-07-14,2024-07-17,72,74,In Progress,Medium
T561359,1191,Software Install,2024-11-28,2024-11-28,24,22,In Progress,Medium
T910770,1821,Access Request,2024-01-08,2024-01-09,48,39,Completed,Low
T462239,346,Tech Support,2024-04-27,2024-04-30,72,83,In Progress,Low
T183680,1545,Software Install,2024-03-18,2024-03-19,24,25,In Progress,Medium
T808809,727,System Bug,2024-09-14,2024-09-16,48,64,In Progress,Low
T974637,1694,System Bug,2024-03-09,2024-03-11,48,65,Escalated,Low
T159773,1751,Tech Support,2024-10-16,2024-10-18,72,67,Escalated,High
T174556,76,Tech Support,2024-12-26,2024-12-29,72,91,Escalated,Low
T242640,107,Access Request,2024-01-17,2024-01-19,48,52,Completed,Medium
T743879,1786,System Bug,2024-07-11,2024-07-12,24,32,Completed,Medium
T509073,1956,Software Install,2024-02-21,2024-02-22,24,43,In Progress,High
T678310,1569,Software Install,2024-06-05,2024-06-05,24,16,Escalated,Medium
T413345,1106,System Bug,2024-01-17,2024-01-17,24,21,In Progress,Low
T912065,1615,Access Request,2024-06-27,2024-06-29,48,60,Completed,High
T837010,501,Access Request,2024-11-04,2024-11-04,24,17,In Progress,Low
T745327,1053,Software Install,2024-09-24,2024-09-26,72,67,Completed,High
T436221,1358,Tech Support,2024-01-14,2024-01-15,48,43,In Progress,Low
T946781,2017,Tech Support,2024-04-08,2024-04-11,72,76,Completed,Low
T863354,1084,Access Request,2024-06-16,2024-06-18,48,54,In Progress,Low
T785522,394,Software Install,2024-12-05,2024-12-06,24,32,In Progress,High
T727262,1551,Software Install,2024-08-10,2024-08-13,72,76,Escalated,Medium
T567861,468,Access Request,2024-08-09,2024-08-10,24,27,In Progress,Low
T344312,957,Tech Support,2024-03-15,2024-03-16,24,24,Escalated,Low
T778679,396,Access Request,2024-04-19,2024-04-21,48,67,Escalated,Medium
T568278,1206,Software Install,2024-02-12,2024-02-13,48,47,In Progress,Low
T458297,1334,Tech Support,2024-11-09,2024-11-12,72,78,Escalated,Medium
T289868,1250,Software Install,2024-03-14,2024-03-15,48,43,In Progress,Low
T482800,1275,Software Install,2024-04-14,2024-04-17,72,88,Escalated,Medium
T989055,84,Tech Support,2024-05-01,2024-05-02,48,41,In Progress,Low
T887573,442,Software Install,2024-09-09,2024-09-09,24,22,In Progress,Medium
T566313,76,System Bug,2024-07-09,2024-07-10,24,36,In Progress,Low
T532339,385,Tech Support,2024-11-01,2024-11-03,72,68,In Progress,Low
T456406,1564,System Bug,2024-06-15,2024-06-16,48,44,Escalated,Low
T846412,662,Tech Support,2024-01-01,2024-01-04,72,90,In Progress,High
T130510,1755,Tech Support,2024-10-28,2024-10-31,72,86,In Progress,Medium
T692378,249,Software Install,2024-01-05,2024-01-07,72,66,In Progress,Medium
T216418,41,Tech Support,2024-05-25,2024-05-26,24,42,In Progress,Low
T409578,1373,Tech Support,2024-01-28,2024-01-30,48,62,In Progress,Low
T583991,1501,Access Request,2024-06-12,2024-06-15,72,83,In Progress,Low
T298475,1888,Tech Support,2024-04-27,2024-04-29,48,64,In Progress,Low
T615858,465,System Bug,2024-10-12,2024-10-14,48,68,In Progress,High
T873223,1004,Tech Support,2024-01-01,2024-01-02,24,27,Completed,Low
T189891,1025,Tech Support,2024-04-18,2024-04-19,24,31,In Progress,Medium
T177105,1030,Access Request,2024-11-22,2024-11-22,24,14,Completed,High
T357273,657,Access Request,2024-06-23,2024-06-24,48,39,In Progress,Low
T402448,838,Software Install,2024-08-19,2024-08-20,24,31,In Progress,Low
T635365,1409,Tech Support,2024-06-02,2024-06-04,48,56,In Progress,Medium
T377124,88,Access Request,2024-12-25,2024-12-27,48,50,Completed,Low
T681937,21,Access Request,2024-02-21,2024-02-23,48,53,In Progress,Low
T766956,1103,Access Request,2024-04-27,2024-04-30,72,92,In Progress,Low
T734164,1252,Tech Support,2024-01-05,2024-01-07,48,49,Completed,Medium
T889839,1655,Access Request,2024-05-11,2024-05-14,72,87,Completed,Low
T545773,1449,System Bug,2024-04-13,2024-04-15,48,61,In Progress,Low
T960589,1108,System Bug,2024-09-25,2024-09-25,24,18,Escalated,Low
